erpnext/patches.txt.utf8	erpnext/patches/v12_0/rename_tolerance_fields.py.utf8	0.9562488	erpnext/patches/v11_0/inter_state_field_for_gst.py.utf8	0.953015	erpnext/patches/v13_0/setup_patient_history_settings_for_standard_doctypes.py.utf8	0.951141	erpnext/patches/v10_0/rename_offer_letter_to_job_offer.py.utf8	0.94650733	erpnext/patches/v12_0/set_total_batch_quantity.py.utf8	0.94577104	erpnext/setup/setup_wizard/operations/install_fixtures.py.utf8	0.9418319	erpnext/patches/v12_0/set_employee_preferred_emails.py.utf8	0.9411058	erpnext/patches/v12_0/set_default_batch_size.py.utf8	0.9399694	erpnext/patches/v11_0/rename_members_with_naming_series.py.utf8	0.93912506
erpnext/__init__.py.utf8	erpnext/utilities/__init__.py.utf8	0.89634883	erpnext/patches/v12_0/update_state_code_for_daman_and_diu.py.utf8	0.78069025	erpnext/patches/v12_0/add_company_link_to_einvoice_settings.py.utf8	0.77126366	erpnext/hr/doctype/staffing_plan/staffing_plan.py.utf8	0.7652724	erpnext/patches/v11_0/move_item_defaults_to_child_table_for_multicompany.py.utf8	0.7613881	erpnext/patches/v11_0/add_permissions_in_gst_settings.py.utf8	0.76123816	erpnext/hr/doctype/department/department.py.utf8	0.7605169	erpnext/accounts/report/utils.py.utf8	0.75627846	erpnext/stock/doctype/warehouse/warehouse.py.utf8	0.7559266
erpnext/exceptions.py.utf8	erpnext/accounts/doctype/cashier_closing/test_cashier_closing.py.utf8	0.81124467	erpnext/quality_management/doctype/quality_meeting/test_quality_meeting.py.utf8	0.79259586	erpnext/quality_management/doctype/quality_action/test_quality_action.py.utf8	0.79120976	erpnext/accounts/doctype/bank_statement_import/test_bank_statement_import.py.utf8	0.7907047	erpnext/healthcare/doctype/clinical_procedure_template/test_clinical_procedure_template.py.utf8	0.784929	erpnext/crm/doctype/email_campaign/test_email_campaign.py.utf8	0.77878076	erpnext/loan_management/doctype/loan_security_price/test_loan_security_price.py.utf8	0.7787708	erpnext/loan_management/doctype/loan_security_pledge/test_loan_security_pledge.py.utf8	0.77873015	erpnext/loan_management/doctype/pledge/test_pledge.py.utf8	0.77870214
erpnext/modules.txt.utf8	erpnext/domains/non_profit.py.utf8	0.28339788	erpnext/quality_management/doctype/quality_procedure/quality_procedure_tree.js.utf8	0.22876321	erpnext/support/__init__.py.utf8	0.21023503	erpnext/non_profit/doctype/membership_type/membership_type.js.utf8	0.17348811	erpnext/accounts/doctype/accounts_settings/test_accounts_settings.js.utf8	0.16111186	erpnext/patches/v13_0/convert_qi_parameter_to_link_field.py.utf8	0.16086534	erpnext/utilities/doctype/video/video_list.js.utf8	0.15377676	erpnext/quality_management/doctype/quality_procedure/quality_procedure.py.utf8	0.1534788	erpnext/loan_management/doctype/loan_interest_accrual/test_loan_interest_accrual.py.utf8	0.15234956
erpnext/hooks.py.utf8	erpnext/buying/dashboard_chart/top_suppliers/top_suppliers.json.utf8	0.99427783	erpnext/stock/dashboard_chart/oldest_items/oldest_items.json.utf8	0.9938561	erpnext/accounts/dashboard_chart/budget_variance/budget_variance.json.utf8	0.9938415	erpnext/crm/dashboard_chart/incoming_leads/incoming_leads.json.utf8	0.99363	erpnext/buying/dashboard_chart/purchase_order_analysis/purchase_order_analysis.json.utf8	0.9931873	erpnext/selling/dashboard_chart/sales_order_trends/sales_order_trends.json.utf8	0.9930999	erpnext/manufacturing/dashboard_chart/job_card_analysis/job_card_analysis.json.utf8	0.99305993	erpnext/selling/dashboard_chart/top_customers/top_customers.json.utf8	0.99298084	erpnext/stock/doctype/item_attribute/test_records.json.utf8	0.99291706
erpnext/agriculture/setup.py.utf8	erpnext/domains/agriculture.py.utf8	0.64370745	erpnext/agriculture/doctype/soil_analysis/soil_analysis.py.utf8	0.46207467	erpnext/agriculture/doctype/plant_analysis/plant_analysis.py.utf8	0.44398507	erpnext/agriculture/doctype/agriculture_analysis_criteria/test_agriculture_analysis_criteria.js.utf8	0.4067095	erpnext/agriculture/doctype/fertilizer/fertilizer.py.utf8	0.38656667	erpnext/agriculture/doctype/weather/weather.py.utf8	0.3842766	erpnext/agriculture/doctype/water_analysis/water_analysis.py.utf8	0.383559	erpnext/agriculture/doctype/crop_cycle/crop_cycle.js.utf8	0.28961802	erpnext/education/doctype/assessment_criteria/test_assessment_criteria.js.utf8	0.25682402
erpnext/agriculture/workspace/agriculture/agriculture.json.utf8	erpnext/setup/workspace/home/home.json.utf8	0.9991947	erpnext/crm/workspace/crm/crm.json.utf8	0.9990412	erpnext/non_profit/workspace/non_profit/non_profit.json.utf8	0.9988234	erpnext/support/workspace/support/support.json.utf8	0.9987253	erpnext/accounts/workspace/accounting/accounting.json.utf8	0.9987095	erpnext/healthcare/workspace/healthcare/healthcare.json.utf8	0.9985482	erpnext/education/workspace/education/education.json.utf8	0.9983399	erpnext/hr/workspace/hr/hr.json.utf8	0.99832034	erpnext/buying/workspace/buying/buying.json.utf8	0.9983096
erpnext/agriculture/doctype/disease/disease.js.utf8	erpnext/education/doctype/school_house/school_house.js.utf8	0.9994084	erpnext/stock/doctype/customs_tariff_number/customs_tariff_number.js.utf8	0.99729884	erpnext/agriculture/doctype/agriculture_task/agriculture_task.js.utf8	0.986853	erpnext/restaurant/doctype/restaurant_table/restaurant_table.js.utf8	0.9825671	erpnext/non_profit/doctype/chapter/chapter.js.utf8	0.98002994	erpnext/crm/doctype/opportunity_type/opportunity_type.js.utf8	0.9791199	erpnext/support/doctype/issue_type/issue_type.js.utf8	0.9788753	erpnext/education/doctype/education_settings/education_settings.js.utf8	0.9775429	erpnext/accounts/doctype/share_type/share_type.js.utf8	0.9770847
erpnext/agriculture/doctype/disease/disease.py.utf8	erpnext/erpnext_integrations/doctype/exotel_settings/exotel_settings.py.utf8	0.9304844	erpnext/restaurant/doctype/restaurant_reservation/restaurant_reservation.py.utf8	0.9274304	erpnext/assets/doctype/asset_repair/asset_repair.py.utf8	0.92270374	erpnext/restaurant/doctype/restaurant_table/restaurant_table.py.utf8	0.91893685	erpnext/education/doctype/grading_scale/grading_scale.py.utf8	0.91704047	erpnext/regional/doctype/e_invoice_settings/e_invoice_settings.py.utf8	0.9169019	erpnext/accounts/doctype/pos_settings/pos_settings.py.utf8	0.91191614	erpnext/manufacturing/doctype/downtime_entry/downtime_entry.py.utf8	0.90993595	erpnext/projects/doctype/project_type/project_type.py.utf8	0.90810245
erpnext/agriculture/doctype/disease/disease.json.utf8	erpnext/agriculture/doctype/fertilizer/fertilizer.json.utf8	0.9999779	erpnext/agriculture/doctype/weather/weather.json.utf8	0.99997354	erpnext/agriculture/doctype/plant_analysis/plant_analysis.json.utf8	0.9999551	erpnext/education/doctype/grading_scale/grading_scale.json.utf8	0.9999356	erpnext/erpnext_integrations/doctype/shopify_log/shopify_log.json.utf8	0.99993336	erpnext/accounts/doctype/exchange_rate_revaluation/exchange_rate_revaluation.json.utf8	0.999933	erpnext/hub_node/doctype/marketplace_settings/marketplace_settings.json.utf8	0.9999308	erpnext/non_profit/doctype/certification_application/certification_application.json.utf8	0.99991226	erpnext/stock/doctype/delivery_settings/delivery_settings.json.utf8	0.99991053
